feature,importance_gain
f343,16.72662353515625
f538,16.528047561645508
f337,16.522541046142578
f1402,16.171247482299805
f4657,15.907115936279297
f726,15.835302352905273
f8463,15.60790729522705
f1759,15.468355178833008
f2236,15.425537109375
f610,15.176860809326172
f204,14.996650695800781
f1547,14.966550827026367
f90,14.89815902709961
f1644,14.7464599609375
f4398,14.66810417175293
f1189,14.548508644104004
f319,14.493316650390625
f4193,14.25969409942627
f199,14.166860580444336
f1851,14.044602394104004
f1686,13.956130981445312
f4052,13.854226112365723
f4075,13.842143058776855
f4629,13.732316017150879
f12632,13.540924072265625
f4825,13.487186431884766
f1758,13.245210647583008
f4712,13.152214050292969
f247,13.129280090332031
f1970,12.755707740783691
f1599,12.74826431274414
f1371,12.726585388183594
f1002,12.68761157989502
f12797,12.624090194702148
f13313,12.582454681396484
f466,12.547684669494629
f13438,12.544912338256836
f733,12.412811279296875
f710,12.405378341674805
f4870,12.303661346435547
f13195,12.290727615356445
f4062,12.220954895019531
f1549,12.187702178955078
f776,12.0270357131958
f1301,11.899137496948242
f12875,11.870574951171875
f5037,11.611444473266602
f8182,11.572856903076172
f3334,11.362290382385254
f4682,11.147579193115234
f542,11.122064590454102
f106,11.10122013092041
f1118,11.02330207824707
f341,10.823494911193848
f13711,10.694494247436523
f1091,10.661394119262695
f5284,10.436212539672852
f5210,10.373427391052246
f5299,10.306784629821777
f5832,10.274819374084473
f234,10.237247467041016
f1254,10.14311695098877
f5213,9.815387725830078
f1424,9.776161193847656
f12959,9.512683868408203
f4107,9.421735763549805
f4225,9.284185409545898
f579,9.257104873657227
f1526,9.219538688659668
f1300,8.895895957946777
f1466,8.751226425170898
f4779,8.740004539489746
f13021,8.587587356567383
f433,8.384275436401367
f1097,8.378580093383789
f4563,8.35572624206543
f724,8.322511672973633
f66,8.277992248535156
f13829,8.140392303466797
f465,8.107063293457031
f4564,7.808479309082031
f622,7.62850284576416
f280,7.557442665100098
f4758,7.54345703125
f80,7.371298313140869
f4254,7.280144691467285
f4660,7.26129150390625
f12820,7.019448280334473
f1131,6.9815673828125
f1358,6.920934200286865
f5021,6.899875164031982
f4126,6.794880390167236
f146,6.764387130737305
f291,6.688861846923828
f515,6.6561279296875
f1965,6.588747024536133
f4005,6.459465026855469
f273,6.356040954589844
f447,6.3055267333984375
f70,6.158265113830566
f3865,6.107968330383301
f523,6.042793273925781
f4576,5.910771369934082
f374,5.807029724121094
f802,5.762131690979004
f380,5.587157249450684
f1069,5.571250915527344
f25,5.273886680603027
f295,5.2264556884765625
f1792,4.801466941833496
f605,4.655604362487793
f11000,4.57518196105957
f1234,4.44416618347168
f516,4.4139404296875
f4780,4.408843994140625
f553,4.375482082366943
f2133,4.249996662139893
f301,4.151425838470459
f68,4.0724358558654785
f13013,4.015718460083008
f83,3.9740467071533203
f4492,3.8265089988708496
f434,3.5134918689727783
f98,3.499906301498413
f782,3.383547067642212
f2008,3.320601463317871
f3964,3.2735581398010254
f8156,3.2399158477783203
f284,3.0287294387817383
f361,2.640472888946533
f8275,2.6350650787353516
f698,2.5932157039642334
f74,2.5749664306640625
f5378,2.574281930923462
f12982,2.482975482940674
f318,2.3666114807128906
f1350,2.163238525390625
f1068,2.1006393432617188
f5085,2.0945396423339844
f1790,2.0945348739624023
f3930,2.0277628898620605
f22,1.9547955989837646
f1332,1.950230360031128
f177,1.9258766174316406
f331,1.9042041301727295
f4578,1.8680095672607422
f828,1.8622174263000488
f236,1.783416748046875
f4171,1.7547895908355713
f1216,1.5590896606445312
f233,1.3198753595352173
f20,1.2065010070800781
f476,1.203230619430542
f267,0.9691944122314453
f809,0.7674026489257812
f23,0.7654153108596802
f84,0.7564315795898438
f77,0.7296113967895508
f67,0.6352174282073975
f94,0.5857224464416504
f184,0.36952972412109375
f6076,0.2984910011291504
f21,0.0462946891784668
f44,0.01128387451171875
f3881,0.0038721966557204723
