feature,importance_gain
f4014,5313.4736328125
f13396,5295.375
f3887,5273.13720703125
f155,5269.828125
f224,5214.93994140625
f394,5195.0458984375
f13363,5138.3818359375
f3455,5032.498046875
f5087,5016.404296875
f1052,5009.796875
f9807,4921.91748046875
f1830,4919.1728515625
f54,4874.89453125
f13372,4872.27490234375
f4636,4841.1103515625
f1963,4797.1533203125
f10317,4749.912109375
f4465,4714.47021484375
f13333,4640.43603515625
f1354,4566.74169921875
f13307,4521.0146484375
f902,4473.11328125
f2889,4405.19140625
f780,4403.5576171875
f4367,4265.92578125
f8127,4258.921875
f279,4231.00390625
f757,4205.69287109375
f4316,4203.91748046875
f9023,4189.1875
f12832,4158.8046875
f4674,4117.4296875
f13471,4093.75439453125
f4393,4061.015625
f13367,4040.386474609375
f9881,4016.5634765625
f1212,3976.41796875
f12899,3960.255859375
f13109,3951.9921875
f1714,3903.810791015625
f566,3899.99267578125
f3725,3898.1953125
f1397,3835.260986328125
f1762,3815.1640625
f1261,3800.361083984375
f3911,3661.90625
f4179,3622.895751953125
f953,3573.66796875
f4100,3560.044677734375
f3864,3545.327392578125
f944,3513.345947265625
f1209,3411.889892578125
f9380,3380.12939453125
f1140,3377.30859375
f4733,3347.3779296875
f994,3340.544189453125
f954,3329.1650390625
f1163,3325.5869140625
f4028,3322.2548828125
f5093,3319.162109375
f1065,3309.095703125
f4941,3253.3798828125
f4565,3237.186279296875
f1088,3171.056640625
f4560,3153.738037109375
f13411,3134.308837890625
f4006,3110.2998046875
f1934,3096.974609375
f1473,3074.994140625
f4730,3060.03125
f13366,3032.447265625
f298,3004.911376953125
f130,2998.400634765625
f4611,2939.406982421875
f13469,2926.806396484375
f5257,2900.25
f13288,2895.551513671875
f276,2871.037841796875
f4223,2847.326416015625
f539,2838.22265625
f4033,2820.04931640625
f5258,2816.65234375
f13465,2813.64013671875
f4491,2799.904296875
f1980,2794.738525390625
f4566,2784.505859375
f134,2762.78564453125
f5376,2754.15380859375
f8342,2748.6484375
f4608,2693.389404296875
f4197,2676.74560546875
f110,2669.9541015625
f4296,2657.9912109375
f4561,2624.353271484375
f1979,2613.568359375
f4632,2586.548828125
f5224,2585.177734375
f1857,2467.419677734375
f437,2464.778564453125
f13345,2464.251708984375
f1734,2458.09765625
f328,2457.450927734375
f1503,2456.501953125
f1398,2441.999267578125
f100,2440.5390625
f418,2402.278564453125
f4725,2383.7626953125
f417,2338.728759765625
f1572,2291.587158203125
f136,2284.900390625
f1041,2262.45458984375
f8514,2254.454345703125
f8276,2228.76513671875
f1566,2220.677734375
f223,2199.98193359375
f2135,2195.669189453125
f13316,2191.513427734375
f9261,2175.90625
f4440,2174.294189453125
f892,2140.4658203125
f798,2134.271240234375
f13395,2132.755126953125
f1372,2127.203125
f1329,2122.844970703125
f1793,2116.63134765625
f1040,2090.69189453125
f4489,2088.29736328125
f1064,2083.1875
f11,2077.13671875
f5374,2063.35595703125
f4131,2055.984375
f9,2049.293701171875
f921,2022.57177734375
f1665,2021.304443359375
f926,2013.008056640625
f756,2011.1365966796875
f751,2002.069580078125
f131,1996.1337890625
f690,1990.1617431640625
f296,1974.5233154296875
f235,1964.568603515625
f228,1951.070556640625
f4396,1945.8851318359375
f4220,1906.7469482421875
f158,1901.48095703125
f4311,1886.652099609375
f1445,1878.3067626953125
f12991,1852.396240234375
f1421,1850.6650390625
f7,1840.58544921875
f1447,1830.19140625
f4196,1798.5430908203125
f4845,1791.8079833984375
f156,1791.7548828125
f13312,1766.271484375
f1472,1739.1259765625
f8492,1738.3531494140625
f8459,1733.047607421875
f4732,1726.170166015625
f1757,1714.84765625
f8735,1712.652099609375
f5306,1708.849365234375
f795,1693.89453125
f222,1683.6015625
f4368,1681.4326171875
f4037,1669.1912841796875
f1784,1638.83984375
f4946,1631.7138671875
f12836,1622.82568359375
f181,1615.187255859375
f4586,1606.416015625
f1423,1597.184814453125
f159,1583.2587890625
f12842,1575.63037109375
f37,1560.1058349609375
f9838,1536.17138671875
f1640,1533.2198486328125
f3908,1530.6015625
f51,1527.8289794921875
f1852,1523.2979736328125
f754,1516.619140625
f4109,1513.427978515625
f1497,1509.0618896484375
f4441,1490.7105712890625
f4584,1486.6239013671875
f825,1484.846923828125
f760,1475.125
f13303,1470.084716796875
f13279,1466.4237060546875
f792,1464.720703125
f1881,1459.8529052734375
f1975,1457.4002685546875
f344,1447.2943115234375
f1333,1424.7557373046875
f5379,1420.900390625
f13354,1398.8958740234375
f1231,1390.7855224609375
f278,1387.1285400390625
f277,1383.57763671875
f13276,1382.801513671875
f201,1376.0074462890625
f868,1371.904052734375
f7606,1356.426513671875
f8759,1350.7344970703125
f102,1349.3072509765625
f1219,1318.194091796875
f445,1314.83203125
f4178,1308.6851806640625
f368,1279.2655029296875
f923,1276.438720703125
f607,1271.420166015625
f543,1268.6268310546875
f4942,1260.7667236328125
f997,1260.659423828125
f629,1253.3544921875
f4462,1251.9462890625
f113,1245.8038330078125
f416,1232.9146728515625
f4297,1228.555419921875
f1353,1209.698974609375
f7478,1206.1875
f4459,1196.1259765625
f1523,1187.864501953125
f12898,1185.971923828125
f188,1184.806640625
f321,1160.8309326171875
f996,1142.70166015625
f157,1127.466796875
f1499,1116.3382568359375
f464,1110.2913818359375
f9134,1109.508544921875
f1208,1101.369873046875
f1161,1096.5849609375
f8659,1096.5364990234375
f1159,1088.3193359375
f512,1079.0360107421875
f1436,1068.7196044921875
f1713,1058.5919189453125
f4562,1050.6551513671875
f4224,1050.22412109375
f13590,1048.892578125
f55,1046.0516357421875
f1684,1044.57958984375
f1477,1037.3135986328125
f4394,1037.30712890625
f13342,1034.9068603515625
f108,1033.6505126953125
f13282,1027.7833251953125
f85,1024.9244384765625
f109,1023.349365234375
f730,1020.86572265625
f685,1013.58349609375
f4195,987.10546875
f1446,984.1502685546875
f1878,977.210693359375
f4203,971.6158447265625
f4610,969.871337890625
f34,959.2337646484375
f13447,946.426025390625
f1570,930.3865966796875
f2615,924.3694458007812
f424,917.6813354492188
f9233,915.2073974609375
f878,900.7992553710938
f64,894.9549560546875
f104,893.6474609375
f297,892.168701171875
f4703,891.1646118164062
f4458,884.6416015625
f974,882.4482421875
f1905,878.73046875
f390,869.2583618164062
f13325,867.7344360351562
f4756,866.07421875
f764,851.3587646484375
f12,847.9747314453125
f1569,834.7373657226562
f1495,834.3795776367188
f487,822.4398193359375
f12829,815.8577880859375
f4344,811.0491943359375
f370,809.0861206054688
f734,807.72216796875
f604,798.8298950195312
f1396,787.5491333007812
f52,787.20166015625
f536,784.393798828125
f154,774.4479370117188
f583,772.7435913085938
f4681,771.0200805664062
f660,769.8160400390625
f388,767.250244140625
f871,767.0914916992188
f1955,764.849365234375
f1925,752.2261352539062
f4844,751.9027709960938
f3317,743.080078125
f4634,735.5068359375
f533,735.3544311523438
f1183,732.361328125
f530,721.9765625
f1251,721.28369140625
f875,716.6530151367188
f36,707.3069458007812
f781,705.0743408203125
f1948,701.5201416015625
f1186,701.4139404296875
f1880,700.9002685546875
f129,700.444091796875
f12862,699.057861328125
f4221,696.9482421875
f4470,691.9970703125
f633,673.4560546875
f79,668.4052124023438
f917,662.748046875
f123,660.5304565429688
f5163,654.9307861328125
f4606,651.727783203125
f4464,647.6787109375
f4655,644.7401123046875
f1232,643.7939453125
f9815,638.2908935546875
f56,636.2599487304688
f5282,619.2594604492188
f13368,617.7222900390625
f461,616.8346557617188
f1207,613.6199951171875
f1767,609.3793334960938
f801,608.906005859375
f4080,606.3028564453125
f299,605.6868896484375
f4007,605.623046875
f5230,600.7938842773438
f3912,595.5520629882812
f5420,593.3515625
f1157,588.7258911132812
f12881,581.2064208984375
f5,580.9535522460938
f1689,575.3093872070312
f3933,574.4822998046875
f1601,569.9942626953125
f271,563.8715209960938
f9835,548.451171875
f1271,541.8876953125
f1478,535.5524291992188
f4004,534.5369262695312
f1596,532.5099487304688
f1044,527.4778442382812
f13384,525.6381225585938
f1876,523.62109375
f1185,513.4074096679688
f4992,511.8655700683594
f1763,509.9913330078125
f1087,508.5703125
f1809,507.8475341796875
f4573,503.332275390625
f1427,497.48358154296875
f5208,487.764892578125
f5019,487.1328125
f352,483.54840087890625
f2039,482.90155029296875
f5255,481.826171875
f1887,479.52142333984375
f7724,479.4867858886719
f4799,476.2467041015625
f1359,474.8089294433594
f3077,474.0133056640625
f58,460.9340515136719
f200,456.4754638671875
f8369,453.36346435546875
f392,453.0514221191406
f4425,452.7383728027344
f13457,451.3408203125
f40,449.8856506347656
f1902,449.5975036621094
f847,445.4485168457031
f534,444.65576171875
f693,444.5400390625
f9139,443.3917236328125
f13022,441.30657958984375
f1687,440.7312316894531
f1410,440.1656494140625
f1141,439.11138916015625
f1311,438.7364501953125
f82,438.349853515625
f4227,437.6631164550781
f4698,434.64874267578125
f2882,431.95574951171875
f1863,429.0909423828125
f229,428.7349548339844
f3890,428.5278015136719
f230,425.5899963378906
f12798,422.93304443359375
f1277,420.87933349609375
f946,420.0494384765625
f5427,416.2587890625
f4742,415.8402404785156
f4205,413.3651123046875
f1016,413.15362548828125
f1435,410.8031311035156
f1803,407.8498229980469
f8,406.3963928222656
f13324,405.97088623046875
f1038,403.9404296875
f1597,402.6177978515625
f827,401.439453125
f4418,401.37353515625
f12827,397.58795166015625
f1564,397.4365234375
f13468,393.72686767578125
f180,389.7611083984375
f4176,389.6938171386719
f1379,385.27606201171875
f702,384.962890625
f419,384.9286804199219
f1048,380.8125305175781
f1238,379.46429443359375
f468,376.9300231933594
f4083,375.78369140625
f6,375.4222717285156
f1095,375.2703552246094
f12913,372.92327880859375
f1062,371.650634765625
f9713,368.98699951171875
f75,368.05682373046875
f12922,366.33428955078125
f4637,364.0931091308594
f492,363.832763671875
f4032,362.9789123535156
f415,360.2125244140625
f442,359.69183349609375
f1647,358.9979248046875
f12950,356.64630126953125
f1285,355.2010803222656
f4661,353.5724792480469
f965,352.08636474609375
f57,351.5099182128906
f13390,346.9134826660156
f1498,345.4650573730469
f1756,344.9518127441406
f53,344.4264831542969
f12934,343.66650390625
f1357,342.310791015625
f584,341.3595275878906
f1745,333.0169677734375
f13339,332.8067932128906
f4103,328.3218688964844
f705,328.1485290527344
f1568,325.7608947753906
f653,325.6585998535156
f15,323.0340881347656
f4729,320.5032043457031
f13301,319.6029357910156
f31,319.3041076660156
f13419,319.03997802734375
f470,318.7584228515625
f5020,317.86279296875
f799,317.0787048339844
f2623,316.0390625
f4609,314.96990966796875
f1047,314.7382507324219
f13341,313.4435729980469
f13018,313.405517578125
f1019,310.8212890625
f1331,310.09783935546875
f13327,308.6723327636719
f1090,304.6940002441406
f372,303.4625244140625
f322,299.4552307128906
f797,299.3290710449219
f13724,297.6382751464844
f1501,296.62548828125
f1832,293.44891357421875
f1,292.0492248535156
f1543,288.6326904296875
f4217,286.921630859375
f631,285.6148376464844
f33,284.7308349609375
f560,284.52642822265625
f1256,282.7268981933594
f4680,280.55511474609375
f4124,276.8480224609375
f1811,276.70751953125
f13144,274.1651611328125
f13291,273.2841796875
f4345,272.51397705078125
f706,271.34478759765625
f4155,270.55010986328125
f5254,269.5771484375
f4395,269.3630676269531
f4274,269.05133056640625
f4917,262.330322265625
f4036,262.0928955078125
f1119,261.8371887207031
f2591,259.92657470703125
f5430,257.74945068359375
f65,256.67047119140625
f3095,255.14907836914062
f5179,251.36061096191406
f940,251.2662811279297
f24,250.87831115722656
f1156,250.68862915039062
f325,247.44845581054688
f1260,244.5457763671875
f4319,238.68255615234375
f4722,238.135498046875
f4653,237.85549926757812
f4704,237.62173461914062
f315,236.39239501953125
f30,235.29348754882812
f13405,235.007080078125
f342,233.8917236328125
f729,233.7891387939453
f1886,233.7727508544922
f884,232.23092651367188
f9022,230.83200073242188
f1012,230.0751495361328
f4654,229.7982635498047
f1014,228.60614013671875
f1516,227.50738525390625
f587,226.7661895751953
f5429,226.4534149169922
f5112,225.765625
f2954,223.624755859375
f637,223.0201416015625
f1470,222.80238342285156
f1148,222.13937377929688
f4201,219.651611328125
f4613,217.9838104248047
f1789,216.50575256347656
f292,216.0889434814453
f849,214.79493713378906
f13459,212.43524169921875
f12952,212.34263610839844
f8754,211.25753784179688
f12940,209.72756958007812
f4628,209.195556640625
f7892,207.8388671875
f13,207.8344268798828
f640,204.90711975097656
f8919,204.4417724609375
f135,203.01272583007812
f78,202.5652618408203
f10554,202.55218505859375
f7700,201.46722412109375
f1732,201.30224609375
f16,201.2830810546875
f7822,199.3189697265625
f29,197.64059448242188
f288,195.44512939453125
f1255,194.3323974609375
f804,194.0850830078125
f1578,193.33499145507812
f13450,193.27601623535156
f763,192.97549438476562
f656,192.11424255371094
f11915,192.0723876953125
f270,188.07745361328125
f947,188.07093811035156
f1592,187.91110229492188
f133,187.63275146484375
f4897,186.2904815673828
f28,185.0626678466797
f1791,183.10919189453125
f1885,182.470947265625
f3746,182.26889038085938
f127,182.18234252929688
f13314,182.14999389648438
f3934,182.088134765625
f1926,180.3269805908203
f4198,180.1888885498047
f151,178.87127685546875
f1000,176.8256072998047
f1074,176.25787353515625
f4699,173.7450408935547
f1476,170.45361328125
f1262,168.9889678955078
f5400,168.883544921875
f5066,166.5223388671875
f4,166.06680297851562
f708,165.35037231445312
f269,164.94302368164062
f13383,162.7176055908203
f12847,161.3711700439453
f149,160.05690002441406
f540,159.77943420410156
f1111,159.73080444335938
f364,159.58306884765625
f970,159.50718688964844
f3143,155.21649169921875
f8129,154.7061004638672
f1690,154.70504760742188
f1853,152.139404296875
f8707,151.9349822998047
f1190,151.87979125976562
f634,151.1726837158203
f472,150.560546875
f4467,147.5288848876953
f1428,146.21429443359375
f2890,146.072265625
f4112,145.81546020507812
f13417,145.7899932861328
f1348,144.826904296875
f873,142.96119689941406
f1931,139.7214813232422
f894,139.68267822265625
f732,139.6492462158203
f4588,137.06326293945312
f10462,136.78758239746094
f13369,135.95901489257812
f4199,135.90945434570312
f425,135.2379150390625
f3988,135.01138305664062
f4180,134.87635803222656
f2642,134.33424377441406
f1001,134.07737731933594
f4417,133.6181640625
f38,133.5050506591797
f4128,132.2772979736328
f10314,131.6237335205078
f4575,131.10598754882812
f88,129.77723693847656
f10795,129.1251220703125
f61,126.7687759399414
f13347,125.78010559082031
f1907,124.3961181640625
f494,124.161865234375
f5349,124.07210540771484
f777,122.91402435302734
f1043,121.7560806274414
f701,121.61090850830078
f389,121.44466400146484
f251,121.34561157226562
f966,121.16281127929688
f1449,119.01366424560547
f1426,118.95112609863281
f1484,118.65181732177734
f205,117.8189697265625
f991,116.57943725585938
f1694,116.10980224609375
f1401,115.41506958007812
f4173,114.69872283935547
f1035,114.3515625
f27,114.00389862060547
f1454,113.8314208984375
f488,113.20674133300781
f7483,112.86799621582031
f2,112.28832244873047
f12868,111.0224838256836
f324,110.9569320678711
f1901,110.43238830566406
f1281,109.84439849853516
f366,109.63787841796875
f60,109.43709564208984
f1280,109.1451416015625
f12967,108.9884262084961
f4478,107.97364044189453
f5161,107.94956970214844
f327,107.78268432617188
f4248,107.45115661621094
f5011,107.306396484375
f4151,107.25285339355469
f12800,106.79331970214844
f588,105.29335021972656
f1181,104.54673767089844
f564,103.88858032226562
f7768,103.510986328125
f3598,103.47186279296875
f1073,102.03619384765625
f1432,101.10964965820312
f1330,100.53377532958984
f2063,99.29051971435547
f4731,98.24365234375
f340,97.97866821289062
f4442,97.8426513671875
f652,97.66043090820312
f4181,97.31736755371094
f1374,97.21849822998047
f1180,97.13326263427734
f3985,96.40410614013672
f10,95.9375
f3359,95.83686828613281
f5425,95.7433853149414
f226,95.66699981689453
f3170,94.3689193725586
f1691,92.54927825927734
f13408,91.8636703491211
f9258,91.39814758300781
f336,90.49819946289062
f290,89.6067123413086
f1494,88.68266296386719
f13207,88.63204193115234
f409,88.55984497070312
f5403,88.3536376953125
f3,88.17813873291016
f750,88.11361694335938
f174,87.8291244506836
f4656,87.77057647705078
f9020,87.00892639160156
f4842,86.95526123046875
f589,86.945068359375
f4874,84.54635620117188
f1527,84.3084716796875
f4800,84.21504974365234
f1621,84.0523910522461
f39,83.66192626953125
f821,83.15277099609375
f1149,82.23040771484375
f4204,81.9486083984375
f641,81.404541015625
f4849,80.47631072998047
f13320,80.4662094116211
f5261,80.46543884277344
f4876,79.61892700195312
f5209,77.47207641601562
f4702,77.45567321777344
f1240,75.86766815185547
f5327,75.3797836303711
f7200,75.14527130126953
f4082,75.09695434570312
f396,73.09085845947266
f248,73.0315933227539
f4133,72.72966003417969
f99,72.60575866699219
f105,72.54381561279297
f4121,71.70735168457031
f4851,71.5938720703125
f4416,71.5469741821289
f557,71.43241882324219
f148,71.301513671875
f1419,71.09503173828125
f164,70.92312622070312
f4921,70.36573791503906
f1522,69.97567749023438
f5402,69.69285583496094
f4635,69.57483673095703
f1837,69.35344696044922
f17,69.32501220703125
f268,68.82669830322266
f4246,68.77215576171875
f1356,67.65808868408203
f463,67.36143493652344
f1168,67.35736083984375
f4826,66.79177856445312
f1715,66.62775421142578
f8157,66.46788024902344
f1422,66.19053649902344
f12949,64.8734130859375
f4997,63.8720703125
f274,63.85064697265625
f4995,63.822391510009766
f4156,63.69929504394531
f0,63.353729248046875
f4444,63.22957229614258
f976,63.200679779052734
f5431,61.75810623168945
f2350,61.69479751586914
f684,61.48919677734375
f4134,61.38115310668945
f1380,61.23734664916992
f13004,61.10979080200195
f10028,60.940372467041016
f4724,60.2391242980957
f4843,59.87147903442383
f1429,59.523681640625
f12935,59.490516662597656
f8755,59.255001068115234
f803,58.7498664855957
f4101,58.11106872558594
f807,57.785308837890625
f4901,57.7403564453125
f12608,57.66754150390625
f4437,57.56135177612305
f5270,57.40059280395508
f2881,56.62424850463867
f391,56.46860885620117
f4202,55.7457160949707
f206,55.44489288330078
f8946,55.2283935546875
f452,54.69657897949219
f13456,54.514129638671875
f1764,54.3078498840332
f1718,54.2235107421875
f939,54.055809020996094
f13003,54.01840591430664
f9472,53.653690338134766
f4460,53.14101028442383
f1884,52.934539794921875
f4245,52.78791809082031
f1211,52.30534362792969
f4219,52.303348541259766
f1165,51.966552734375
f4324,51.54270935058594
f4899,51.25819778442383
f1336,51.23270797729492
f12953,51.112701416015625
f771,51.07783508300781
f775,51.03745651245117
f1166,50.87535095214844
f41,50.23809814453125
f1433,48.85948181152344
f899,48.74981689453125
f63,48.52375030517578
f13153,48.43960952758789
f1382,48.29341125488281
f9473,48.120765686035156
f183,47.981815338134766
f1263,47.413150787353516
f9805,46.651611328125
f5405,46.328468322753906
f4616,46.285518646240234
f1258,46.1508903503418
f4192,45.83866500854492
f13295,45.82215881347656
f1310,45.804805755615234
f5145,44.833282470703125
f10698,44.54277038574219
f293,44.50078582763672
f13381,44.448577880859375
f103,44.064598083496094
f4633,43.9925537109375
f1334,43.973533630371094
f4755,43.8382568359375
f1514,43.32215118408203
f13019,42.899322509765625
f1298,42.554779052734375
f585,42.308204650878906
f1420,41.966796875
f704,41.836402893066406
f4515,41.625946044921875
f4150,40.844112396240234
f1959,40.7745361328125
f13426,40.637298583984375
f13432,40.469764709472656
f69,40.161170959472656
f4003,40.11614227294922
f12872,39.633209228515625
f150,39.51786804199219
f1089,39.38673400878906
f4794,39.38410949707031
f1230,39.284584045410156
f300,39.18606948852539
f4587,38.69651794433594
f531,38.47419738769531
f5015,38.13492965698242
f4055,37.82002639770508
f1037,37.65274429321289
f5113,37.58999252319336
f3885,37.26474380493164
f12796,37.13273239135742
f4518,36.58666229248047
f4410,36.58235168457031
f1286,36.43380355834961
f13452,35.930213928222656
f1235,35.85786437988281
f13379,35.77463912963867
f4081,35.58408737182617
f532,35.35280990600586
f565,35.273040771484375
f1573,35.21487808227539
f397,35.10932540893555
f387,35.069313049316406
f13378,34.831581115722656
f202,34.66864013671875
f9477,34.645694732666016
f992,34.618202209472656
f294,34.55913543701172
f1162,34.52138900756836
f4226,34.513893127441406
f805,34.50865936279297
f1395,34.245521545410156
f1540,34.18199920654297
f535,34.14112091064453
f399,33.95344161987305
f989,33.822486877441406
f1807,33.259063720703125
f3938,33.10219955444336
f4454,32.45957946777344
f3958,32.381446838378906
f867,32.34018325805664
f9238,31.76897430419922
f12863,31.738784790039062
f4194,31.188417434692383
f35,30.893001556396484
f1700,30.490833282470703
f4132,30.180408477783203
f4242,30.011991500854492
f446,29.743545532226562
f32,29.743186950683594
f5419,29.698081970214844
f420,29.03366470336914
f410,28.60370635986328
f9929,28.524089813232422
f846,28.443866729736328
f203,28.42221450805664
f1227,28.378780364990234
f1264,28.377330780029297
f746,28.36380386352539
f1541,28.2521915435791
f4679,28.19098472595215
f10603,28.0380859375
f12808,27.62738800048828
f5283,27.469863891601562
f4727,27.442705154418945
f866,27.265533447265625
f1637,26.986066818237305
f13360,26.69862937927246
f13361,26.374008178710938
f1835,26.345077514648438
f7721,26.1102294921875
f4827,25.70664405822754
f4299,25.61310386657715
f721,25.296409606933594
f1854,25.182676315307617
f1412,24.9721622467041
f13165,24.93304443359375
f1327,24.624971389770508
f586,24.222129821777344
f4463,23.856536865234375
f501,23.84708023071289
f1622,23.47909927368164
f5259,23.401878356933594
f1011,23.27447509765625
f412,23.180862426757812
f49,23.142860412597656
f13323,22.803070068359375
f1479,22.671096801757812
f4949,22.594829559326172
f14,22.321508407592773
f4001,22.264707565307617
f4615,22.175844192504883
f4218,21.94642448425293
f179,21.907371520996094
f612,21.674407958984375
f924,21.431777954101562
f6624,21.336231231689453
f96,21.3032283782959
f975,21.29376983642578
f1664,21.28112030029297
f13177,21.21663475036621
f678,21.189931869506836
f362,21.186460494995117
f13973,21.069307327270508
f1259,21.00899314880371
f18,20.953006744384766
f1039,20.907434463500977
f8948,20.759307861328125
f722,20.6402587890625
f5117,20.6091365814209
f9378,20.600753784179688
f1138,20.591785430908203
f76,20.573793411254883
f3989,20.37422752380371
f874,20.35613441467285
f373,20.183807373046875
f4691,20.15938377380371
f422,20.03124237060547
f967,19.914539337158203
f5180,19.88593864440918
f1308,19.871829986572266
f4734,19.867382049560547
f635,19.610279083251953
f7767,19.464391708374023
f329,18.962339401245117
f591,18.693315505981445
f1475,18.628040313720703
f7456,18.540103912353516
f3191,18.472515106201172
f4687,17.819034576416016
f4801,17.623943328857422
f345,17.58799934387207
f4182,17.432865142822266
f348,17.135618209838867
f901,16.930953979492188
f1492,16.826446533203125
f249,16.764984130859375
