feature,importance_shap
T0_S24_lag_8,0.014051888
T2_S18_lag_25,0.014021165
T0_S44_lag_100,0.014017707
T0_S59_rolling_std_6,0.013993397
T5_S22_lag_27,0.013973022
T4_S30_lag_12,0.01395155
T2_S39_lag_168,0.013943079
T4_S63_lag_11,0.013941005
T2_S63_lag_1,0.013894602
T4_S64_lag_125,0.013883669
T1_S42_lag_55,0.013883058
T5_S26_lag_13,0.013861258
T3_S75_lag_168,0.013848445
T5_S29_lag_28,0.013845033
T0_S0_lag_125,0.013835383
T0_S37_rolling_std_6,0.013770742
T2_S34_lag_167,0.013765579
T2_S26_lag_168,0.013742481
T0_S40_lag_167,0.013718455
T1_S6_lag_100,0.013707504
T3_S27_lag_10,0.01369592
T3_S6_lag_168,0.013693164
T0_S10_lag_122,0.013668086
T4_S4_lag_12,0.013636971
T0_S1_lag_8,0.013633304
T0_S63_lag_10,0.013607196
T0_S74_lag_10,0.013601472
T0_S72_lag_1,0.013585361
T5_S61_rolling_std_6,0.013563735
T1_S61_lag_168,0.013554569
T1_S30_lag_168,0.0135352025
T5_S42_lag_130,0.013529084
T1_S0_lag_30,0.013512148
T2_S26_lag_33,0.013495285
T3_S13_rolling_std_6,0.013495079
T2_S48_lag_92,0.01348196
T4_S1_lag_79,0.0134767005
T0_S31_lag_9,0.013442843
T3_S2_rolling_std_6,0.013442106
T2_S11_lag_162,0.0134366155
T0_S62_lag_9,0.013434761
T0_S9_lag_11,0.013389961
T1_S25_lag_167,0.01337931
T1_S5_lag_2,0.013368842
T2_S13_lag_155,0.013338148
T2_S11_lag_35,0.0132667525
T0_S67_lag_10,0.013257908
T2_S14_lag_35,0.013255247
T5_S70_lag_15,0.013244662
T0_S49_lag_8,0.013215253
T4_S8_lag_1,0.013142714
T2_S6_lag_168,0.01313582
T5_S20_lag_11,0.013068889
T5_S10_lag_11,0.013060342
T4_S1_lag_66,0.013053806
T4_S30_lag_11,0.013049658
T4_S50_lag_12,0.013025586
T0_S0_lag_57,0.013022884
T0_S34_lag_12,0.01301087
T3_S71_lag_19,0.013004286
T2_S5_lag_167,0.012996977
T0_S17_lag_168,0.012965698
T0_S0_lag_13,0.012877938
T0_S53_lag_7,0.01286516
T1_S61_rolling_mean_24,0.012859229
T3_S81_lag_43,0.012857418
T1_S18_lag_1,0.012851012
T0_S81_lag_40,0.012846514
T1_S18_lag_168,0.01284334
T4_S3_lag_81,0.012826514
T2_S56_lag_1,0.01280644
T4_S71_lag_1,0.012726985
T2_S13_rolling_std_6,0.012713863
T2_S26_lag_156,0.0127126975
T3_S74_lag_119,0.012689403
T3_S79_lag_3,0.012674505
T2_S49_lag_2,0.012630567
T1_S16_lag_8,0.012563593
T2_S36_lag_159,0.012548553
T0_S24_lag_168,0.012535673
T3_S19_lag_3,0.012519288
T0_S15_lag_12,0.012456074
T5_S37_lag_52,0.012433113
T0_S41_rolling_mean_24,0.012422791
T2_S25_lag_168,0.012392346
T5_S21_lag_8,0.0123544745
T2_S20_lag_1,0.012325485
