feature,importance_gain
f32028,2.196957588195801
f1631,2.122739791870117
f173,2.105372667312622
f3192,2.0076823234558105
f102,1.985321044921875
f431,1.7839101552963257
f2862,1.7556687593460083
f88,1.706512451171875
f1688,1.601280927658081
f75,1.5821218490600586
f267,1.5563783645629883
f6792,1.342219352722168
f97,1.2620508670806885
f89,1.2157821655273438
f13062,1.0486931800842285
f1642,1.0370159149169922
f461,1.0279788970947266
f309,1.0195016860961914
f447,0.7135605812072754
f1512,0.6859817504882812
f2688,0.6652320623397827
f2165,0.6116676330566406
f70,0.5855121612548828
f121,0.5119180679321289
f79,0.4878532886505127
f243,0.4424065351486206
f2974,0.4026451110839844
f295,0.390653133392334
f93,0.22491455078125
f317,0.2091066837310791
f78,0.19257736206054688
f2645,0.15099334716796875
